Brand,Model Name,Color,Display Size,Resolution,Operating System,Processor,Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,Connectivity,In Box
MOTOROLA,G40 Fusion,Frosted Champagne,17.22 cm (6.78 inch),2460 x 1080 Pixels,Android 11,Qualcomm Snapdragon 732G,128 GB,6 GB,Hybrid Slot,64MP + 8MP + 2MP,"16 MP Front Camera, Features: HDR, Timer, Face Beauty, Auto Smile Capture, Gesture Selfie, Shot Optimization, Active Photos, Pro Mode, Portrait Mode, Spot Color, Cinemograph, Group Selfie, Live Filter, Video Features: Timelapse Video, Hyperlapse Video","4G, 3G, 2G","Handset, Charger, USB Cable, SIM Tool, User Guides"
LAVA,A1 2021,Black Gold,4.5 cm (1.77 inch),128 x 160 Pixels,2G GSM: 900/1800MHz,Qualcomm Snapdragon 732G,24 MB,32 MB,microSD,0.3MP Rear Camera,NO,2G,"Handset,Battery, Charger"
Motorola,a70,Dark Blue,6.1 cm (2.4 inch),320 x 240 Pixels,2G GSM: 900/1800 MHz,Qualcomm Snapdragon 732G,4 MB,4 MB,2000,"0.3 MP Primary Camera, 640 x 480 Pixels, Digital Zoom",No,2G,"Handset, Charger, Battery"
REDMI,Note 12 Pro+ 5G,Iceberg Blue,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,256 GB,8 GB,Yes,200MP + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 120 W Charger, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
itel,Ace 2,Deep Blue,4.57 cm (1.8 inch),160 x 128 Pixels,Spreadtrum,208 MHz,4 MB,4 MB,MicroSD,No,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",2G,"Handset, Battery, Charger, User Manual, Warranty Card"
itel,Ace 2,Black,4.57 cm (1.8 inch),160 x 128 Pixels,Spreadtrum,208 MHz,4 MB,4 MB,MicroSD,No,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",2G,"Handset, Battery, Charger, User Manual, Warranty Card"
Nokia,105 ss,Black,4.57 cm (1.8 inch),320 x 240 Pixels,4 MB,4 MB,Yes,4 MB,MicroSD,GSM,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",Yes,"User Guide, Charger, Handset, Battery"
APPLE,iPhone 13,Green,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,A15 Bionic Chip,128 GB,4 MB,MicroSD,12MP + 12MP,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode","5G, 4G, 3G, 2G","iPhone, USB-C to Lightning Cable, Documentation"
SAMSUNG,Galaxy M33 5G,Emarld Brown,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,6 GB,MicroSD,Primary Camera,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode",6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
OnePlus,Nord 2T 5G,Jade Fog,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 13,Deca Core,128 GB,8 GB,MicroSD,Primary Camera,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode",4500 mAh,"Mobile, Adapter, Phone Case, SIM Tray Ejector, USB Cable"
Nokia,105SS PLUS,Red,4.5 cm (1.77 inch),160 x 128$$pixel,Symbian,SC6531E,32 MB,32 MB,2000,No,Yes,2G,"Handset, Battery, Charger, User Guide"
MOTOROLA,g31,Baby Blue,16.26 cm (6.4 Inch),2400 x 1080 Pixels,Android 11,Mediatek Helio G85,64 GB,4 GB,MicroSD,50MP + 8MP + 2MP,"13 MP Camera (f/2.2 Aperture, 1.12um Pixel Size), Camera Feature: Dual Capture, Spot Color, Night Vision, Cinemagraph, Portrait, Live Filter, Group Selfie, Pro Mode (W/Long Exposure), Artificial Intelligence: Low Light AI Selfie, Shot Optimization, Auto Smile Capture, Gesture Capture, Selfie Animation, Face Beauty, RAW Photo Output, HDR, Timer, Active Photos, Assistive Grid, Leveler, Watermark, Burst shot, Video Feature: Timelapse (W/Hyperlapse), Slow Motion, Video Stabilization, Video Snapshot",Yes,"Handset, Charger, Sim Tool, USB Cable, Guides"
Infinix,Hot 12 Pro,Halo White,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,64 GB,6 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
Infinix,Hot 12 Pro,Racing Black,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,64 GB,6 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
realme,Narzo 50A Prime,Flash Black,16.76 cm (6.6 inch),2408 x 1080$$pixels,Android 11,Octa Core,64 GB,4 GB,Dedicated Slot,50MP Rear Camera,8MP,Yes,"Handset, USB Type-C Cable, Sim Ejector Tool, Quick Start Guide, (Travel Adapter to be bought Separately)"
Micromax,X778,Marsala,6.1 cm (2.4 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,Dedicated Slot,50MP Rear Camera,8MP,2700 mAh,"Handset, Battery, Charger, User manual"
LAVA,A1 2021,"Blue, Silver",4.5 cm (1.77 inch),160 x 128 Pixels,2G GSM: 900/1800 MHz,1 MHz,24 MB,32 MB,micro sd,0.3MP Rear Camera,No,2G,"Handset, Battery, Charger"
SAMSUNG,Galaxy A03 Core,Bronze,16.51 cm (6.5 inch),1600x720$$Pixels,Android Q 11,Octa Core,32 GB,2 GB,Dedicated Slot,8MP Rear Camera,5 MP Front Camera Setup (f/2.2 Aperture),4G VOLTE,"Handset, Travel Adapter, Ejection Pin, Data Cable,Quick Start Guide"
REDMI,Note 11,Starburst White,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,4 GB,Dedicated Slot,Primary Camera,5 MP Front Camera Setup (f/2.2 Aperture),5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
SAMSUNG,Guru Music 2,Gold,5.08 cm (2 inch),128 x 160$$Pixels,208 MHz,Octa Core,NA,Yes,Yes,Primary Camera,5 MP Front Camera Setup (f/2.2 Aperture),Alphanumeric,"Handsfree, User Guide, Charger, Handset, Battery"
REDMI,Note 11,Horizon Blue,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,6 GB,Yes,Primary Camera,5 MP Front Camera Setup (f/2.2 Aperture),5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Kechaoda,K115,Black,3.66 cm (1.44 inch),320 x 240 Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,Yes,Primary Camera,5 MP Front Camera Setup (f/2.2 Aperture),No,"1 USB cable, 1 Battery, 1 Handset"
SAMSUNG,Galaxy S21 FE 5G,Graphite,16.26 cm (6.4 inch),2340 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,Yes,12MP + 12MP + 8MP (OIS),32MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
I,K3310,Yellow,4.5 cm (1.77 inch),128 x 160$$pixel,0.3 GHz,Octa Core,32 MB,32 MB,Yes,12MP + 12MP + 8MP (OIS),32MP Front Camera,No,"Handset,Battery,Charger,User Guide"
REDMI,A1+,Black,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,2 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
realme,9i 5G,Soulful Blue,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
Infinix,HOT 20 5G,Racing Black,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,64 GB,4 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
LAVA,A1 2021,Candy Blue L,4.5 cm (1.77 inch),128 x 160 Pixels,2G GSM: 900/1800MHz,Dimensity 810,0 MB,32 GB,Dedicated Slot,0.3MP Rear Camera,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh",2G,"Handset,Battery, Charger"
POCO,M5,Yellow,16.71 cm (6.58 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G99,128 GB,6 GB,MicroSD,50MP + 2MP Depth Sensor + 2MP Macro Sensor,"8MP Camera Setup: (f/2.0 Aperture, Pixel Size: 1.12um, Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Voice Shutter","4G, 3G, 2G","Handset, Power Adapter (22.5W), USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
vivo,Y33s,Mirror Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 11,MediaTek Helio G80,128 GB,8 GB,microSD,50MP + 2MP + 2MP,"16MP Front Camera (f/2.0), Features: Photo, Portait, Night, Live Photo","4G, 3G, 2G","Handset, Earphone, USB Cable, Charger, Sim Eject Tool, Phone Case, Protective Film, Documentation"
Micromax,X778,Blue,6.1 cm (2.4 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,microSD,50MP + 2MP + 2MP,"16MP Front Camera (f/2.0), Features: Photo, Portait, Night, Live Photo",2700 mAh,"Handset, Battery, Charger, User manual"
Micromax,X513+,Black,4.5 cm (1.77 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,Hybrid Slot,50MP + 2MP,16MP Front Camera: (f/2.0 Aperture),1750 mAh,"Handset, Battery, Charger, User manual"
Nokia,5310ds,"Black, Red",6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MT6260A,16 MB,8 MB,microSD,0.3MP Rear Camera,No,2G,"Handset, Battery, Headset, Micro USB Charger, Quick Start Guide"
Micromax,X513+,Black,4.5 cm (1.77 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,Hybrid Slot,50MP + 2MP,16MP Front Camera: (f/2.0 Aperture),1750 mAh,"Handset, Battery, Charger, User manual"
Nokia,105 PLUS,Red,4.5 cm (1.77 inch),160 x 128 Pixels,MTK6261D,0.208 GHz,4 MB,4 MB,Hybrid Slot,No,16MP Front Camera: (f/2.0 Aperture),2G,"Handset, Battery, Charger, User Guide"
Nokia,125 DS 2020,Black,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MediaTek,4 MB,4 MB,Hybrid Slot,No,16MP Front Camera: (f/2.0 Aperture),2G,"Handset, Battery, Micro USB Charger, Quick Start Guide"
GFive,V8,BLACK + GOLD,4.57 cm (1.8 inch),128*160$$pixels,32 MB,32 MB,0.3MP Rear Camera,4 MB,Hybrid Slot,Yes,16MP Front Camera: (f/2.0 Aperture),No,"1 Handset, 1 Battery, 1 Charger"
SAMSUNG,Galaxy S21 FE 5G,Graphite,16.26 cm (6.4 inch),2340 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,Hybrid Slot,12MP + 12MP + 8MP (OIS),32MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
REDMI,Note 12 Pro 5G,Onyx Black,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,256 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
SAMSUNG,Galaxy M33 5G,Mystique Green,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,8 GB,Yes,Primary Camera,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
REDMI,Note 12 Pro+ 5G,Arctic White,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,256 GB,8 GB,Yes,200MP + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 120 W Charger, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Kechaoda,A27,Black,1.68 cm (0.66 inch),128 x 160$$ Pixels,32 MB,32 MB,2G,GSM,No,Micro SIM,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",1 Year Warranty,"Mobile, Battery, USB Cable, User Manual"
itel,Muzik 400,Blue,6.1 cm (2.4 inch),320 x 240 Pixels,SC6531E,Single Core,4 MB,4 MB,microSD,0.3MP Rear Camera,No,2G,"Handset, Charger, Earphones, User Manual, Warranty Card"
REDMI,Note 12 Pro 5G,Onyx Black,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,128 GB,6 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
SAMSUNG,Galaxy F23 5G,Forest Green,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 750G,128 GB,4 GB,1 TB,50MP + 8MP + 2MP,8MP Camera Setup Ultra wide camera,"5G, 4G, 3G, 2G","Handset, Data Cable (USB Type C-to-C), Sim Ejection Pin, Quick Start Guide"
Infinix,Zero 5G 2023,Submariner Black,17.22 cm (6.78 inch),2460 x 1080 Pixels,Android 12,Mediatek Dimensity 920,128 GB,8 GB,MicroSD,50MP + 2MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Protective Screen Guard, Sim Ejector Pin, Quick Start Guide, Warranty Card"
POCO,M5,Yellow,16.71 cm (6.58 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G99,128 GB,6 GB,MicroSD,50MP + 2MP Depth Sensor + 2MP Macro Sensor,"8MP Camera Setup: (f/2.0 Aperture, Pixel Size: 1.12um, Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Voice Shutter","4G, 3G, 2G","Handset, Power Adapter (22.5W), USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
Infinix,Hot 12 Pro,Lightsaber Green,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,128 GB,8 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
REDMI,A1+,Light Green,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,3 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
SAMSUNG,Guru 1200,Black,3.81 cm (1.5 inch),128*128,0 0 0 0 Processor,"GSM - 900, 1800",153 MB,153 MB,Yes,No,5MP Camera Setup,GSM,Mobile Phone
realme,10,Rush Black,16.26 cm (6.4 inch),2400 x 1080 Pixel,Android 12,Mediatek Helio G99 Octa Core,128 GB,8 GB,MicroSD,50MP + 2MP,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
Kechaoda,A26,Gold,1.68 cm (0.66 inch),128x160 Pixels,32 MB,32 MB,2G,GSM,No,Micro,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots",1 Year Company Warranty,"Handset, Battery, User Manual"
OPPO,A17K,Navy Blue,16.66 cm (6.56 inch),720 x 1612$$Pixels,"Android Q Android 12, ColorOS 12.1",Mediatek Helio G35,64 GB,3 GB,Dedicated Slot,8MP Rear Camera,5MP Front Camera,4G VOLTE,"Handset, Charger, 1 M Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case, Screen Protector"
Nokia,105 PLUS,Charcoal,4.5 cm (1.77 inch),160 x 128 Pixels,MTK6261D,0.208 GHz,4 MB,4 MB,Dedicated Slot,No,5MP Front Camera,2G,"Handset, Battery, Charger, User Guide"
GFive,U707,Black & Red,4.57 cm (1.8 inch),128 x 160$$Pixels,0,0.208 GHz,64 MB,32 MB,Dedicated Slot,0.3MP Rear Camera,5MP Front Camera,2G,"Handset, Battery, Charger, User Manual"
Nokia,C01 Plus,Blue,13.84 cm (5.45 inch),1440 x 720 Pixels,Android 11,Unisoc SC9863A,16 GB,2 GB,Dedicated Slot,5MP Rear Camera,Yes,"4G, 3G, 2G","Handset, Battery, Charger, Micro USB Cable, Quick Start Guide"
realme,9 5G SE,Azure Glow,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Qualcomm Snapdragon 778G,128 GB,8 GB,MicroSD,48MP + 2MP + 2MP,"16MP Camera Setup: Sony IMX471, f/2.1 (Optics: f/2.05) Aperture, FOV: 79.3 Degree, 1/3.09 inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Front Camera Profile Bokeh, Timelapse Photography, Front Camera Panoramic, Beauty Filter, HDR, Face Identification, Filter, Front Camera Shooting Filp, Front Camera Super Nightscape, Front Camera Shooting Bokeh Modification, AI ID Photo, CMOS, UIS and EIS Video Stabilization","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, Case, Important Info Booklet with Warranty Card, Quick Guide"
realme,9 5G SE,Starry Glow,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Qualcomm Snapdragon 778G,128 GB,8 GB,MicroSD,48MP + 2MP + 2MP,"16MP Camera Setup: Sony IMX471, f/2.1 (Optics: f/2.05) Aperture, FOV: 79.3 Degree, 1/3.09 inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Front Camera Profile Bokeh, Timelapse Photography, Front Camera Panoramic, Beauty Filter, HDR, Face Identification, Filter, Front Camera Shooting Filp, Front Camera Super Nightscape, Front Camera Shooting Bokeh Modification, AI ID Photo, CMOS, UIS and EIS Video Stabilization","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, Case, Important Info Booklet with Warranty Card, Quick Guide"
REDMI,10 Prime 2022,Astral White,16.51 cm (6.5 inch),2400x1080,Android Q Android Q 12.5,Octa Core,64 GB,4 GB,MicroSD,Primary Camera,"16MP Camera Setup: Sony IMX471, f/2.1 (Optics: f/2.05) Aperture, FOV: 79.3 Degree, 1/3.09 inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Front Camera Profile Bokeh, Timelapse Photography, Front Camera Panoramic, Beauty Filter, HDR, Face Identification, Filter, Front Camera Shooting Filp, Front Camera Super Nightscape, Front Camera Shooting Bokeh Modification, AI ID Photo, CMOS, UIS and EIS Video Stabilization",6000 mAh,"Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
LAVA,A1 2021,White,4.57 cm (1.8 inch),160 x 128 Pixel,Android 10.0,2G GSM: 900/1800 MHz,24 MB,32 MB,MicroSD,0.3MP Rear Camera,0.3MP Front Camera,2G,"Handset, Battery, Charger"
Nothing,Phone (1),Black,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,8 GB,MicroSD,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
REDMI,A1+,Black,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,2 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
PHILIPS,Xenium E209,Black,6.1 cm (2.4 inch),320 x 240 Pixels,2G GSM: 850/900/1800/1900 MHz,Mediatek Helio A22,32 MB,32 MB,Dedicated Slot,0.08MP Rear Camera,5MP Camera Setup,2G,"Handset, Charger, Battery, User Manual"
KARBONN,K9 max,"Black, champagne",6.6 cm (2.6 inch),240 x 320$$Pixels,Single Core,1.1 MHz,64 MB,64 MB,1000,2MP Rear Camera,No,2G,"Mobile, Charger, earphone"
KARBONN,K9 max,"Coffee, champagne",6.6 cm (2.6 inch),240 x 320$$Pixels,Single Core,1.1 MHz,64 MB,64 MB,1000,2MP Rear Camera,No,2G,"Mobile, Charger, earphone"
realme,C30s,Stripe Blue,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 12,Unisoc SC9863A/ Unisoc SC9863A1,64 GB,4 GB,MicroSD,8MP Rear Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
realme,C30s,Stripe Black,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 12,Unisoc SC9863A/ Unisoc SC9863A1,64 GB,4 GB,MicroSD,8MP Rear Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
Kechaoda,K115,Red,3.66 cm (1.44 inch),320 x 240$$ Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,MicroSD,8MP Rear Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR",No,"Handset,Battery,Charger,User Guide"
vivo,Y35,Agate Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,8 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night","4G, 3G, 2G","Handset, Documentation, USB Power Adapter, USB Cable, Sim Eject Tool, Phone Case, Protective Film (Applied)"
